NO,NAMAUPT,GARDU INDUK,BAY_PENGHANTAR,MERK,TIPE,TGL_OPRS,THN_BUAT,USIA,FASA,MERK BUSHING,TYPE BUSHING,NO SERI,JENIS BUSHING ,LEVEL MINYAK,HASIL THERMOVISI,KONDISI FISIK,Nilai Tadel,HASIL UJI TANDEL,KONDISI CENTER TAP,KETERANGAN,
368,UPT SALATIGA,GI 150KV PALUR,TRF#3 150/20kV,CG PAUWELS,ORF.60/275,1-Okt-2012,2011,13,S,TRENCH,COT,,OIP,,,,,GOOD,,,
369,UPT SALATIGA,GI 150KV PALUR,TRF#3 150/20kV,CG PAUWELS,ORF.60/275,1-Okt-2012,2011,13,T,TRENCH,COT,,OIP,,,,,GOOD,,,
370,UPT SALATIGA,GI 150KV PURWOREJO,TRF#3 150/20kV,CG PAUWELS,ORF.60/275,13-Apr-2017,2015,9,R,ABB,RTF 170-750/1250 B,No. 1ZCD11104783,RIP,,,,,,,,
371,UPT SALATIGA,GI 150KV PURWOREJO,TRF#3 150/20kV,CG PAUWELS,ORF.60/275,13-Apr-2017,2015,9,S,ABB,RTF 170-750/1250 B,No. 1ZCD11104782,RIP,,,,,,,,
372,UPT SALATIGA,GI 150KV PURWOREJO,TRF#3 150/20kV,CG PAUWELS,ORF.60/275,13-Apr-2017,2015,9,T,ABB,RTF 170-750/1250 B,No. 1ZCD11104784,RIP,,,,,,,,
373,UPT SALATIGA,GI 150KV RAYON UTAMA MAKMUR,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,11-Jul-2017,2015,9,R,HSP,STARIP 170-1250 E,M5249328,RIP,,,,,,,,
374,UPT SALATIGA,GI 150KV RAYON UTAMA MAKMUR,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,11-Jul-2017,2015,9,S,HSP,STARIP 170-1250 E,M5249328,RIP,,,,,,,,
375,UPT SALATIGA,GI 150KV RAYON UTAMA MAKMUR,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,11-Jul-2017,2015,9,T,HSP,STARIP 170-1250 E,M5249328,RIP,,,,,,,,
376,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#4 150/20kV,UNINDO,N-RANGE,13-Okt-2009,2007,16,R,PASSONIVILLA,PNO 170 750 800,82099,OIP,,,,,GOOD,,,
377,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#4 150/20kV,UNINDO,N-RANGE,13-Okt-2009,2007,16,S,PASSONIVILLA,PNO 170 750 800,82099,OIP,,,,,GOOD,,,
378,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#4 150/20kV,UNINDO,N-RANGE,13-Okt-2009,2007,16,T,PASSONIVILLA,PNO 170 750 800,82099,OIP,,,,,GOOD,,,
379,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#1 150/20kV,UNINDO,MPT,5-Mar-2016,2015,10,R,HSP,STARIP 170-1250 E,,RIP,,,,,,,,
380,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#1 150/20kV,UNINDO,MPT,5-Mar-2016,2015,10,S,HSP,STARIP 170-1250 E,,RIP,,,,,,,,
381,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#1 150/20kV,UNINDO,MPT,5-Mar-2016,2015,10,T,HSP,STARIP 170-1250 E,,RIP,,,,,,,,
382,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#3 150/20kV,CG PAUWELS,ORF.60/325,1-Jan-2017,2016,9,R,HSP,STARIP 170-1250 E,N5253461,RIP,,,,,,,,
383,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#3 150/20kV,CG PAUWELS,ORF.60/325,1-Jan-2017,2016,9,S,HSP,STARIP 170-1250 E,N5253460,RIP,,,,,,,,
384,UPT SALATIGA,GI 150KV SANGGRAHAN,TRF#3 150/20kV,CG PAUWELS,ORF.60/325,1-Jan-2017,2016,9,T,HSP,STARIP 170-1250 E,N5250152,RIP,,,,,,,,
385,UPT SALATIGA,GI 150KV SECANG,TRF#1 150/20kV,UNINDO,MPT,23-Nov-2015,2014,10,R,PASSONIVILLA,PNO 170 750 800,HH03036908,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
386,UPT SALATIGA,GI 150KV SECANG,TRF#1 150/20kV,UNINDO,MPT,23-Nov-2015,2014,10,S,PASSONIVILLA,PNO 170 750 800,HH03036909,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
387,UPT SALATIGA,GI 150KV SECANG,TRF#1 150/20kV,UNINDO,MPT,23-Nov-2015,2014,10,T,PASSONIVILLA,PNO 170 750 800,HH03036910,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
388,UPT SALATIGA,GI 150KV SECANG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,7-Mar-2018,2017,8,R,HSP,STARIP 170-1250 E,N7262520,RIP,,,,,,,,
389,UPT SALATIGA,GI 150KV SECANG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,7-Mar-2018,2017,8,S,HSP,STARIP 170-1250 E,N7262531,RIP,,,,,,,,
390,UPT SALATIGA,GI 150KV SECANG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,7-Mar-2018,2017,8,T,HSP,STARIP 170-1250 E,N7262533,RIP,,,,,,,,
391,UPT SALATIGA,GI 150KV SEMANU,TRF#1 150/20kV,UNINDO,MPT,16-Mar-2016,2014,10,R,PASSONIVILLA,PNO.170.750.800,HH03039710,OIP,,,,,GOOD,,,
392,UPT SALATIGA,GI 150KV SEMANU,TRF#1 150/20kV,UNINDO,MPT,16-Mar-2016,2014,10,S,PASSONIVILLA,PNO.170.750.800,HH03039714,OIP,,,,,GOOD,,,
393,UPT SALATIGA,GI 150KV SEMANU,TRF#1 150/20kV,UNINDO,MPT,16-Mar-2016,2014,10,T,PASSONIVILLA,PNO.170.750.800,HH03039720,OIP,,,,,GOOD,,,
394,UPT SALATIGA,GI 150KV SEMANU,TRF#2 150/22kV,ELSEWEDY ELECTRIC,ORF.60/275,4-Mar-2023,2023,3,R,HSP,STARIP 170-1250 E,300637,RIP,NORMAL,NORMAL,NORMAL,0.65,GOOD,NORMAL,,
395,UPT SALATIGA,GI 150KV SEMANU,TRF#2 150/22kV,ELSEWEDY ELECTRIC,ORF.60/275,4-Mar-2023,2023,3,S,HSP,STARIP 170-1250 E,300634,RIP,NORMAL,NORMAL,NORMAL,0.65,GOOD,NORMAL,,
396,UPT SALATIGA,GI 150KV SEMANU,TRF#2 150/22kV,ELSEWEDY ELECTRIC,ORF.60/275,4-Mar-2023,2023,3,T,HSP,STARIP 170-1250 E,300638,RIP,NORMAL,NORMAL,NORMAL,0.65,GOOD,NORMAL,,
397,UPT SALATIGA,GI 150KV SOLOBARU,TRF#1 150/20kV,UNINDO,MPT,18/12/2015,2014,10,R,HSP,STARIP 170-1250 E,N3236792,RIP,NORMAL,NORMAL,NORMAL,0.65,GOOD,NORMAL,,
398,UPT SALATIGA,GI 150KV SOLOBARU,TRF#1 150/20kV,UNINDO,MPT,18/12/2015,2014,10,S,HSP,STARIP 170-1250 E,N3236788,RIP,NORMAL,NORMAL,NORMAL,0.65,GOOD,NORMAL,,
399,UPT SALATIGA,GI 150KV SOLOBARU,TRF#1 150/20kV,UNINDO,MPT,18/12/2015,2014,10,T,HSP,STARIP 170-1250 E,N3236791,RIP,NORMAL,NORMAL,NORMAL,0.65,GOOD,NORMAL,,
400,UPT SALATIGA,GI 150KV SOLOBARU,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,29-Agu-2014,2013,11,R,,,,RIP,,,,,,,,Hasil Konfirm Foto Fisik
401,UPT SALATIGA,GI 150KV SOLOBARU,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,29-Agu-2014,2013,11,S,,,,RIP,,,,,,,,Hasil Konfirm Foto Fisik
402,UPT SALATIGA,GI 150KV SOLOBARU,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,29-Agu-2014,2013,11,T,,,,RIP,,,,,,,,Hasil Konfirm Foto Fisik
403,UPT SALATIGA,GI 150KV SOLOBARU,TRF#3 150/20kV,UNINDO,MPT,3-Mar-2018,2015,8,R,PASSONIVILLA,PNO.170.750.800,HH03050388,OIP,,,,,GOOD,,,
404,UPT SALATIGA,GI 150KV SOLOBARU,TRF#3 150/20kV,UNINDO,MPT,3-Mar-2018,2015,8,S,PASSONIVILLA,PNO.170.750.800,HH03050389,OIP,,,,,GOOD,,,
405,UPT SALATIGA,GI 150KV SOLOBARU,TRF#3 150/20kV,UNINDO,MPT,3-Mar-2018,2015,8,T,PASSONIVILLA,PNO.170.750.800,,OIP,,,,,GOOD,,,
406,UPT SALATIGA,GI 150KV SRAGEN,TRF#2 150/20kV,UNINDO,MPT,1-Mei-2016,2014,10,R,PASSONIVILLA,PNO.170.750.800,HH03038502,OIP,,,,,GOOD,,,
407,UPT SALATIGA,GI 150KV SRAGEN,TRF#2 150/20kV,UNINDO,MPT,1-Mei-2016,2014,10,S,PASSONIVILLA,PNO.170.750.800,HH03038504,OIP,,,,,GOOD,,,
408,UPT SALATIGA,GI 150KV SRAGEN,TRF#2 150/20kV,UNINDO,MPT,1-Mei-2016,2014,10,T,PASSONIVILLA,PNO.170.750.800,HH03038506,OIP,,,,,GOOD,,,
409,UPT SALATIGA,GI 150KV SRAGEN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,9-Nov-2011,2011,14,R,TRENCH,COT 750-800/0021936/5,10 D 3344,OIP,,,,,GOOD,,,
410,UPT SALATIGA,GI 150KV SRAGEN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,9-Nov-2011,2011,14,S,TRENCH,COT 750-800/0021936/5,10 D 3345,OIP,,,,,GOOD,,,
411,UPT SALATIGA,GI 150KV SRAGEN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,9-Nov-2011,2011,14,T,TRENCH,COT 750-800/0021936/5,10 D 3346,OIP,,,,,GOOD,,,
412,UPT SALATIGA,GI 150KV SRAGEN,TRF#3 150/20kV,UNINDO,MPT,13-Mei-2016,2014,10,R,PASSONIVILLA,PNO.170.750.800,HH03039715,OIP,,,,,GOOD,,,
413,UPT SALATIGA,GI 150KV SRAGEN,TRF#3 150/20kV,UNINDO,MPT,13-Mei-2016,2014,10,S,PASSONIVILLA,PNO.170.750.800,HH03039716,OIP,,,,,GOOD,,,
414,UPT SALATIGA,GI 150KV SRAGEN,TRF#3 150/20kV,UNINDO,MPT,13-Mei-2016,2014,10,T,PASSONIVILLA,PNO.170.750.800,HH03039717,OIP,,,,,GOOD,,,
415,UPT SALATIGA,GI 150KV WATES,TRF#1 150/20kV,,,,,,R,HAEFELY TRENCH,COT 750-800/035088,99A3524,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,Valid Nameplate dan Foto
416,UPT SALATIGA,GI 150KV WATES,TRF#1 150/20kV,,,,,,S,HAEFELY TRENCH,COT 750-800/035088,99A3523,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,Valid Nameplate dan Foto
417,UPT SALATIGA,GI 150KV WATES,TRF#1 150/20kV,,,,,,T,HAEFELY TRENCH,COT 750-800/035088,99A3522,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,Valid Nameplate dan Foto
418,UPT SALATIGA,GI 150KV WATES,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,31/05/2015,2015,11,R,HSP,STARIP 170-1250 E,N4238880,RIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
419,UPT SALATIGA,GI 150KV WATES,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,31/05/2015,2015,11,S,HSP,STARIP 170-1250 E,237423,RIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
420,UPT SALATIGA,GI 150KV WATES,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,31/05/2015,2015,11,T,HSP,STARIP 170-1250 E,N4238881,RIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
421,UPT SALATIGA,GI 150KV WATES,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,29-Des-2019,2019,6,R,HSP,STARIP 170-1250 E,270078,RIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
422,UPT SALATIGA,GI 150KV WATES,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,29-Des-2019,2019,6,S,HSP,STARIP 170-1250 E,270077,RIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
423,UPT SALATIGA,GI 150KV WATES,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,29-Des-2019,2019,6,T,HSP,STARIP 170-1250 E,270079,RIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
424,UPT SALATIGA,GI 150KV WONOGIRI,TRF#2 150/20kV,GEC ALSTHOM,PTD.1662,27-Mei-2010,1996,16,R,,,,OIP,,,,,GOOD,,,
425,UPT SALATIGA,GI 150KV WONOGIRI,TRF#2 150/20kV,GEC ALSTHOM,PTD.1662,27-Mei-2010,1996,16,S,,,,OIP,,,,,GOOD,,,
426,UPT SALATIGA,GI 150KV WONOGIRI,TRF#2 150/20kV,GEC ALSTHOM,PTD.1662,27-Mei-2010,1996,16,T,,,,OIP,,,,,GOOD,,,
427,UPT SALATIGA,GI 150KV WONOGIRI,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,17-Jun-2016,2016,10,R,HSP,STARIP 170-1250 E,N5250064,RIP,,,,,,,,
428,UPT SALATIGA,GI 150KV WONOGIRI,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,17-Jun-2016,2016,10,S,HSP,STARIP 170-1250 E,N5250072,RIP,,,,,,,,
429,UPT SALATIGA,GI 150KV WONOGIRI,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,17-Jun-2016,2016,10,T,HSP,STARIP 170-1250 E,N5250074,RIP,,,,,,,,
430,UPT SALATIGA,GI 150KV WONOSARI,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,31-Agu-2009,2009,16,R,TRENCH,COT 750-800/0017318/1,08 C 4158,OIP,,,,,GOOD,,,
431,UPT SALATIGA,GI 150KV WONOSARI,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,31-Agu-2009,2009,16,S,TRENCH,COT 750-800/0017318/1,08 C 4159,OIP,,,,,GOOD,,,
432,UPT SALATIGA,GI 150KV WONOSARI,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,31-Agu-2009,2009,16,T,TRENCH,COT 750-800/0017318/1,08 C 4160,OIP,,,,,GOOD,,,
433,UPT SALATIGA,GI 150KV WONOSARI,TRF#3 150/20kV,UNINDO,N-RANGE,8-Jan-2012,2011,14,R,,,,OIP,,,,,GOOD,,,
434,UPT SALATIGA,GI 150KV WONOSARI,TRF#3 150/20kV,UNINDO,N-RANGE,8-Jan-2012,2011,14,S,,,,OIP,,,,,GOOD,,,
435,UPT SALATIGA,GI 150KV WONOSARI,TRF#3 150/20kV,UNINDO,N-RANGE,8-Jan-2012,2011,14,T,,,,OIP,,,,,GOOD,,,
436,UPT SALATIGA,GI 150KV WONOSARI,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,19-Jul-2018,2017,8,R,HSP,STARIP 170-1250 E,N726216,RIP,,,,,,,,
437,UPT SALATIGA,GI 150KV WONOSARI,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,19-Jul-2018,2017,8,S,HSP,STARIP 170-1250 E,N726215,RIP,,,,,,,,
438,UPT SALATIGA,GI 150KV WONOSARI,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,19-Jul-2018,2017,8,T,HSP,STARIP 170-1250 E,N726083,RIP,,,,,,,,
439,UPT SALATIGA,GIS 150KV GEJAYAN,TRF#1 150/20kV,XIAN,SFZ-60000/150,23-Mei-1996,1995,30,R,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
440,UPT SALATIGA,GIS 150KV GEJAYAN,TRF#1 150/20kV,XIAN,SFZ-60000/150,23-Mei-1996,1995,30,S,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
441,UPT SALATIGA,GIS 150KV GEJAYAN,TRF#1 150/20kV,XIAN,SFZ-60000/150,23-Mei-1996,1995,30,T,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
442,UPT SALATIGA,GIS 150KV GEJAYAN,TRF#2 150/20kV,XIAN,SFZ-60000/150,23-Mei-1996,1995,30,R,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
443,UPT SALATIGA,GIS 150KV GEJAYAN,TRF#2 150/20kV,XIAN,SFZ-60000/150,23-Mei-1996,1995,30,S,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
444,UPT SALATIGA,GIS 150KV GEJAYAN,TRF#2 150/20kV,XIAN,SFZ-60000/150,23-Mei-1996,1995,30,T,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
445,UPT SALATIGA,GIS 150KV MANGKUNEGARAN,TRF#2 150/20kV,UNINDO,N-RANGE,11-Agu-2011,2008,14,R,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
446,UPT SALATIGA,GIS 150KV MANGKUNEGARAN,TRF#2 150/20kV,UNINDO,N-RANGE,11-Agu-2011,2008,14,S,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
447,UPT SALATIGA,GIS 150KV MANGKUNEGARAN,TRF#2 150/20kV,UNINDO,N-RANGE,11-Agu-2011,2008,14,T,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
448,UPT SALATIGA,GIS 150KV MANGKUNEGARAN,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,21-Okt-2020,2019,5,R,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
449,UPT SALATIGA,GIS 150KV MANGKUNEGARAN,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,21-Okt-2020,2019,5,S,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
450,UPT SALATIGA,GIS 150KV MANGKUNEGARAN,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,21-Okt-2020,2019,5,T,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
451,UPT SALATIGA,GIS 150KV WIROBRAJAN,TRF#1 150/22kV,UNINDO,"3 PHASE GIS, OIL IMMERSED",28-Jan-2026,2025,0,R,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
452,UPT SALATIGA,GIS 150KV WIROBRAJAN,TRF#1 150/22kV,UNINDO,"3 PHASE GIS, OIL IMMERSED",28-Jan-2026,2025,0,S,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
453,UPT SALATIGA,GIS 150KV WIROBRAJAN,TRF#1 150/22kV,UNINDO,"3 PHASE GIS, OIL IMMERSED",28-Jan-2026,2025,0,T,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
454,UPT SALATIGA,GIS 150KV WIROBRAJAN,TRF#2 150/20kV,UNINDO,MPT,10-Feb-2017,2015,9,R,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
455,UPT SALATIGA,GIS 150KV WIROBRAJAN,TRF#2 150/20kV,UNINDO,MPT,10-Feb-2017,2015,9,S,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
456,UPT SALATIGA,GIS 150KV WIROBRAJAN,TRF#2 150/20kV,UNINDO,MPT,10-Feb-2017,2015,9,T,TUBULAR,TUBULAR,TUBULAR,TUBULAR,,,,,,,,
457,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,H.R,,,,,,,,,,,,
458,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,L.R,,,,,,,,,,,,
459,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.1,,,,,,,,,,,,
460,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.2,,,,,,,,,,,,
461,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,H.S,,,,,,,,,,,,
462,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,L.S,,,,,,,,,,,,
463,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.1,,,,,,,,,,,,
464,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.2,,,,,,,,,,,,
465,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,H.T,,,,,,,,,,,,
466,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,L.T,,,,,,,,,,,,
467,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.1,,,,,,,,,,,,
468,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#1 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.2,,,,,,,,,,,,
469,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,H.R,,,,,,,,,,,,
470,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,L.R,,,,,,,,,,,,
471,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.1,,,,,,,,,,,,
472,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.2,,,,,,,,,,,,
473,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,H.S,,,,,,,,,,,,
474,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,L.S,,,,,,,,,,,,
475,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.1,,,,,,,,,,,,
476,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.2,,,,,,,,,,,,
477,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,H.T,,,,,,,,,,,,
478,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,L.T,,,,,,,,,,,,
479,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.1,,,,,,,,,,,,
480,UPT SALATIGA,GITET 500KV BOYOLALI,IBT#2 500/150kV (HV),XD SAKTI INDONESIA,DFSZ-166667/500,23-Sep-2023,2020,2,TV.2,,,,,,,,,,,,
481,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,H.R,REYROLLE LIMITED,OTA 550/3150/750/325,,OIP,,,,,GOOD,,,
482,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,L.R,REYROLLE LIMITED,OTA 170/3150/750/325,,OIP,,,,,GOOD,,,
483,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,TV.1,REYROLLE LIMITED,OTA 72.5/3150/750/155,,OIP,,,,,GOOD,,,
484,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,TV.2,REYROLLE LIMITED,OTA 72.5/3150/750/155,,OIP,,,,,GOOD,,,
485,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,H.S,REYROLLE LIMITED,OTA 550/3150/750/325,,OIP,,,,,GOOD,,,
486,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,L.S,REYROLLE LIMITED,OTA 170/3150/750/325,,OIP,,,,,GOOD,,,
487,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,TV.1,REYROLLE LIMITED,OTA 72.5/3150/750/155,,OIP,,,,,GOOD,,,
488,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),PEEBLES,A0T782,16-Des-2000,1997,25,TV.2,REYROLLE LIMITED,OTA 72.5/3150/750/155,,OIP,,,,,GOOD,,,
489,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),CG PAUWELS,EORF.167/680,20-Okt-2015,2015,10,H.T,HSP,ETFt 1800-550 B-E3 B Spez,,RIP,,,,,,,,
490,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),CG PAUWELS,EORF.167/680,20-Okt-2015,2015,10,L.T,,,,RIP,,,,,,,,
491,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),CG PAUWELS,EORF.167/680,20-Okt-2015,2015,10,TV.1,,,,RIP,,,,,,,,
492,UPT SALATIGA,GITET 500KV PEDAN,IBT#1 500/150kV (HV),CG PAUWELS,EORF.167/680,20-Okt-2015,2015,10,TV.2,,,,RIP,,,,,,,,
493,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,H.R,HAEFELLY TRECH,COT 740-2000182027,96C6963,OIP,,,,,GOOD,,,
494,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,L.R,TRENCH,COT 750-3150,17C4776,OIP,,,,,GOOD,,,
495,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,TV.1,HAEFELLY TRECH,18 2028/72.5/42,96 C 6965,OIP,,,,,GOOD,,,
